epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,7288.22,0.05399,1.96111,0.88811,0.86486,0.9006,0.94219,0.94219,0.07259,0.33839,0.37336,0.005116,0.005116,0.005116
76,7390.62,0.05386,1.95339,0.88842,0.8813,0.89835,0.94261,0.94261,0.07364,0.33423,0.37626,0.00505,0.00505,0.00505
77,7493.27,0.05202,1.9439,0.88777,0.88567,0.89477,0.94371,0.94369,0.07596,0.32985,0.37757,0.004984,0.004984,0.004984
78,7595.95,0.05298,1.95757,0.88738,0.88318,0.89416,0.94552,0.94549,0.07202,0.32488,0.37232,0.004918,0.004918,0.004918
79,7700.17,0.05273,1.93522,0.88602,0.88137,0.89779,0.94621,0.94619,0.06643,0.32017,0.36836,0.004852,0.004852,0.004852
80,7803.08,0.05258,1.92963,0.88779,0.88241,0.8964,0.94546,0.94544,0.06266,0.31892,0.36613,0.004786,0.004786,0.004786
81,7907.15,0.05383,1.92928,0.88636,0.87056,0.90045,0.94558,0.94556,0.06218,0.31655,0.36671,0.00472,0.00472,0.00472
82,8008.99,0.05216,1.92198,0.88779,0.87317,0.89984,0.94525,0.94522,0.06503,0.31872,0.3692,0.004654,0.004654,0.004654
83,8101.61,0.05186,1.91426,0.88648,0.87682,0.89997,0.94594,0.94594,0.06537,0.31756,0.37045,0.004588,0.004588,0.004588
84,8200.68,0.05097,1.90244,0.88874,0.88306,0.89862,0.94615,0.94615,0.06687,0.31471,0.37133,0.004522,0.004522,0.004522
85,8301.02,0.05284,1.9177,0.89038,0.87131,0.90782,0.94759,0.94757,0.06754,0.31532,0.37264,0.004456,0.004456,0.004456
86,8401.73,0.05212,1.9217,0.88708,0.87458,0.90579,0.94754,0.94754,0.06548,0.30883,0.37029,0.00439,0.00439,0.00439
87,8503.12,inf,1.88599,0.88814,0.88032,0.90351,0.94732,0.94732,0.06634,0.30968,0.37096,0.004324,0.004324,0.004324
88,8603.73,0.0493,1.8826,0.88532,0.86807,0.91214,0.94881,0.94881,0.06721,0.30854,0.37123,0.004258,0.004258,0.004258
89,8698.18,0.04974,1.8952,0.8851,0.88003,0.90504,0.94935,0.94935,0.06646,0.30472,0.37004,0.004192,0.004192,0.004192
90,8784.55,0.04898,1.90393,0.88581,0.88807,0.90274,0.9498,0.9498,0.06409,0.2983,0.36732,0.004126,0.004126,0.004126
91,8871.07,0.04743,1.87493,0.88537,0.88481,0.90443,0.94947,0.94947,0.06423,0.29577,0.36701,0.00406,0.00406,0.00406
