epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2778.43,0.7294,0.55026,1.01916,0.96075,0.89981,0.96371,0.7829,0.61136,0.38042,0.93742,0.0004918,0.0004918,0.0004918
79,2814.9,0.721,0.53514,1.01367,0.93382,0.88868,0.95726,0.7854,0.60608,0.38308,0.93592,0.0004852,0.0004852,0.0004852
80,2850.74,0.71882,0.54154,1.00819,0.91848,0.91325,0.96206,0.79251,0.60614,0.38217,0.9322,0.0004786,0.0004786,0.0004786
81,2887.42,0.71868,0.53887,1.01468,0.94413,0.8939,0.96496,0.80274,0.57261,0.37337,0.92218,0.000472,0.000472,0.000472
82,2925.01,0.71786,0.53495,1.01176,0.95272,0.90566,0.96534,0.79289,0.61531,0.3763,0.93389,0.0004654,0.0004654,0.0004654
83,2961.81,0.71884,0.53545,1.00853,0.94856,0.89458,0.96057,0.77493,0.61262,0.38295,0.93391,0.0004588,0.0004588,0.0004588
84,2998.41,0.71556,0.5382,1.01611,0.91857,0.9146,0.96265,0.79688,0.58628,0.36353,0.9293,0.0004522,0.0004522,0.0004522
85,3034.75,0.70652,0.52196,1.00146,0.94341,0.90095,0.96533,0.79431,0.58573,0.37348,0.92563,0.0004456,0.0004456,0.0004456
86,3071.71,0.70881,0.52909,1.00885,0.93554,0.92597,0.96572,0.7944,0.57214,0.36257,0.92225,0.000439,0.000439,0.000439
87,3108.17,0.70302,0.52395,1.00441,0.92291,0.91853,0.96381,0.78762,0.59295,0.36824,0.92783,0.0004324,0.0004324,0.0004324
88,3145.12,0.70903,0.52579,1.01097,0.95689,0.89687,0.96411,0.8014,0.58052,0.36487,0.92645,0.0004258,0.0004258,0.0004258
89,3180.96,0.69397,0.51472,0.99862,0.93838,0.89714,0.96249,0.79492,0.57091,0.37099,0.92083,0.0004192,0.0004192,0.0004192
90,3217.8,0.68869,0.50782,0.99539,0.92651,0.9111,0.96269,0.79672,0.56956,0.36598,0.92024,0.0004126,0.0004126,0.0004126
